Time (s), Cell Name, Value
70941.12846000001, C36, 467.9163
70942.32799200001, C36, 177.3991
70983.51192400001, C36, 128.7084
71307.785408, C36, 177.0856
71318.381274, C36, 476.0458
84461.363732, C36, 140.7522
84474.558584, C36, 104.025
84527.337992, C36, 129.988
84542.13222, C36, 369.1816
84553.527774, C36, 244.2467
84554.527384, C36, 109.6748
84555.327072, C36, 151.5661
84567.12247, C36, 97.02985
84604.10804000001, C36, 112.4721
84664.684406, C36, 202.6791
84775.441194, C36, 192.5961
84815.02575, C36, 104.3564
85013.14845199999, C36, 167.833
85018.146502, C36, 151.0991
85174.285584, C36, 167.9294
85203.074352, C36, 470.0226
85210.87131, C36, 250.3313
85306.633948, C36, 106.2832
152306.866626, C36, 159.4475
152365.443772, C36, 148.4772
152413.225129, C36, 267.7768
152456.808126, C36, 150.3963
152543.374352, C36, 288.6169
152635.338472, C36, 161.7419
152651.732076, C36, 531.7246
152658.929268, C36, 924.3408
152685.718816, C36, 148.7397
152695.914838, C36, 148.0521
152702.712186, C36, 497.4897
152714.907428, C36, 175.3917
152816.267882, C36, 203.3221
152873.845418, C36, 275.9329
152921.426854, C36, 156.8739
152942.618586, C36, 147.797
153048.377324, C36, 253.5117
158655.037792, C36, 151.2325
158656.037402, C36, 207.6396
158689.82422, C36, 168.7941
158693.022972, C36, 152.7134
158705.218214, C36, 172.4325
158784.587248, C36, 143.5065
158802.78015, C36, 272.1399
158816.974612, C36, 199.1431
158824.171804, C36, 146.3743
158882.74895, C36, 162.7179
158980.110964, C36, 151.7187
159067.876722, C36, 234.9657
159183.63156, C36, 135.3022
159274.196226, C36, 195.502
159315.180236, C36, 150.1709
159379.355198, C36, 205.9581
159391.750362, C36, 224.1205
159401.746462, C36, 160.0405
159437.132656, C36, 151.741
159472.718772, C36, 156.6513
165991.757158, C36, 317.9879
166011.549436, C36, 87.21436
166012.149202, C36, 84.93941
166044.136722, C36, 106.1266
166044.93641, C36, 87.80952
166058.131262, C36, 143.1483
166115.708798, C36, 96.69131
166162.090702, C36, 126.1315
166181.083292, C36, 102.5851
166206.87323, C36, 283.3886
166207.672918, C36, 194.0651
166210.271904, C36, 619.2262
166216.469486, C36, 505.9421
166233.662778, C36, 89.97635
166251.055992, C36, 96.35065
166253.055212, C36, 92.99562
166255.254354, C36, 110.4404
166263.651078, C36, 106.9889
166271.647958, C36, 156.9592
166285.042732, C36, 308.0204
166285.642498, C36, 448.1753
166298.037662, C36, 96.20295
166302.236024, C36, 344.8656
166306.034542, C36, 130.7136
166319.429316, C36, 252.4409
166327.626118, C36, 180.1036
166342.220424, C36, 99.6306
166348.617928, C36, 80.55785
166381.205214, C36, 100.0175
166415.191954, C36, 95.19841
166418.79055, C36, 131.8336
166458.575028, C36, 141.2416
166482.165823, C36, 95.80267
166485.364576, C36, 85.70827
166502.557868, C36, 354.5659
166554.73751, C36, 81.85048
166561.135014, C36, 108.3463
166627.509118, C36, 99.59514
166777.050774, C36, 82.16433
166825.431898, C36, 89.92914
166826.031664, C36, 200.3265
166828.230806, C36, 80.74188
166829.430338, C36, 172.8232
173578.81616, C36, 188.0838
173581.814999, C36, 125.16
173600.007961, C36, 398.4291
173613.602701, C36, 121.4315
173619.600381, C36, 179.9968
173637.393497, C36, 240.4409
173702.368358, C36, 161.6118
173733.556292, C36, 207.7112
173745.951496, C36, 193.9355
173766.943375, C36, 289.6504
173900.291783, C36, 125.4852
173904.690082, C36, 268.6718
173949.672678, C36, 117.4124
174024.043905, C36, 131.3779
174025.443363, C36, 232.7065
174034.23996, C36, 258.6235
174102.613507, C36, 258.3129
174140.598811, C36, 120.5852
174140.998656, C36, 129.1609
174173.785971, C36, 309.558
174181.782877, C36, 294.9886
174251.156037, C36, 336.8966
174266.750004, C36, 137.2115
174281.744203, C36, 159.5553
174315.731054, C36, 165.249
174346.918987, C36, 232.1735
174421.690059, C36, 115.391
248533.525724, C36, 143.5676
248562.11457, C36, 156.3097
248564.713556, C36, 126.5507
248569.511684, C36, 158.5288
248586.10521, C36, 149.5452
248588.904118, C36, 332.3565
248609.296162, C36, 169.9225
248648.280952, C36, 162.517
248758.437974, C36, 156.4387
249006.94102, C36, 187.9289
249282.633458, C36, 179.2762
249420.179794, C36, 346.2017
260313.36785, C36, 254.9549
260663.23135, C36, 375.0951
22.791108, C37, 334.5003
28.388924, C37, 275.775
78.569346, C37, 353.0815
225.512016, C37, 249.0712
240.706088, C37, 481.4376
368.456246, C37, 253.3203
377.85258, C37, 313.0458
382.85063, C37, 323.0634
69919.123276, C37, 283.8646
70259.39052, C37, 335.5287
70313.769304, C37, 233.4759
70635.847566, C37, 580.7246
70734.00926799999, C37, 1174.865
71257.60498600001, C37, 408.6721
84486.15406, C37, 280.3293
84546.73042599999, C37, 266.7438
84554.727306, C37, 196.958
84561.52465399999, C37, 351.1278
84622.700786, C37, 239.5847
84631.09751000001, C37, 457.5037
84656.48760399999, C37, 236.6559
84664.684406, C37, 204.9496
84705.868338, C37, 233.9973
84751.650476, C37, 236.3605
84815.225672, C37, 324.4258
84826.821148, C37, 368.045
84862.60718599999, C37, 268.8114
84875.00235, C37, 195.6214
84914.786828, C37, 508.6109
84921.98402, C37, 210.5288
84976.96257, C37, 360.6377
84978.761868, C37, 464.2011
84987.75835800001, C37, 376.3974
85011.748998, C37, 206.2406
85045.535816, C37, 576.9487
85053.132852, C37, 222.9439
85121.706098, C37, 349.8617
85122.30586399999, C37, 331.1872
85125.50461600001, C37, 285.7587
85173.086052, C37, 434.4189
85174.285584, C37, 242.6836
85175.685038, C37, 235.6658
85179.08371200001, C37, 319.7313
152415.424272, C37, 367.6548
152420.622244, C37, 490.4814
152440.014678, C37, 328.5857
152456.408282, C37, 350.3801
152459.407112, C37, 326.643
152485.396972, C37, 415.6617
152659.12919, C37, 337.162
152668.925368, C37, 958.8323
152685.718816, C37, 687.6919
152703.311952, C37, 536.5001
152720.1054, C37, 329.219
152817.06757, C37, 348.048
152882.04222, C37, 531.1835
153112.352364, C37, 568.3512
153128.745968, C37, 347.4029
158681.227574, C37, 329.9735
158694.82227, C37, 237.5277
158716.81369, C37, 214.417
158723.411116, C37, 342.9103
158802.78015, C37, 199.4683
159067.6768, C37, 334.5263
159101.863462, C37, 317.8132
159271.59724, C37, 212.2771
159379.55512, C37, 196.3835
159380.954574, C37, 242.5765
159412.54225, C37, 583.9509
159437.332578, C37, 249.4865
165977.162852, C37, 234.6565
166108.91145, C37, 233.0445
166211.071592, C37, 260.6928
166230.663948, C37, 233.8454
166337.622218, C37, 395.6143
166397.598818, C37, 196.2492
166418.590628, C37, 402.5515
166493.561378, C37, 240.6534
166545.74102, C37, 261.0103
166706.67823, C37, 285.1775
166717.474018, C37, 195.2601
166731.268636, C37, 212.2001
166857.419418, C37, 349.6563
166862.217546, C37, 269.8974
173551.226834, C37, 170.7831
173622.799143, C37, 147.9737
173651.588005, C37, 192.5435
173748.950336, C37, 191.066
173766.54353, C37, 234.2331
173800.53038, C37, 149.09
173822.321949, C37, 195.9524
173856.3088, C37, 144.153
173905.689695, C37, 141.1594
173909.488225, C37, 625.3609
173912.287143, C37, 178.993
173929.280568, C37, 157.4428
173930.280181, C37, 259.0854
173956.869894, C37, 182.4603
173962.267805, C37, 631.5253
173967.065949, C37, 855.3172
173968.065562, C37, 408.0289
173972.463861, C37, 219.6893
173973.863319, C37, 696.667
173984.059375, C37, 193.1431
174041.03733, C37, 164.4566
174157.992081, C37, 149.7151
174209.17228, C37, 208.1795
174240.360214, C37, 217.14
174241.55975, C37, 208.0181
174242.559363, C37, 176.5125
174254.3548, C37, 427.1626
174289.741109, C37, 340.4615
174304.735308, C37, 154.9678
174317.130512, C37, 150.7042
174328.526103, C37, 132.6232
174357.71481, C37, 316.3499
174424.089131, C37, 179.5161
246714.936758, C37, 152.0928
246729.331169, C37, 117.614
246828.492672, C37, 116.7812
246861.279943, C37, 185.6876
246883.871173, C37, 143.4618
246885.870397, C37, 269.7161
246920.057124, C37, 103.8739
246924.655339, C37, 118.1284
247062.20194, C37, 196.3504
247086.792393, C37, 167.9904
247100.387116, C37, 112.8265
247124.977569, C37, 233.0166
247142.370816, C37, 131.4685
247212.343651, C37, 119.1684
247217.341711, C37, 148.3353
247231.736122, C37, 173.6201
247233.135579, C37, 593.075
247250.728749, C37, 117.0854
247262.924014, C37, 272.0297
247310.505542, C37, 138.1906
247328.098712, C37, 169.1438
247331.497392, C37, 106.6003
247353.288932, C37, 113.5901
247372.681404, C37, 858.7996
247382.277678, C37, 116.4486
247387.075815, C37, 123.1684
247387.875505, C37, 180.7696
247400.470615, C37, 165.6844
247403.869296, C37, 167.7195
247445.253229, C37, 140.8432
247463.446166, C37, 388.3245
247510.028082, C37, 340.0164
247513.026918, C37, 492.6945
248526.528454, C37, 104.5477
248540.922838, C37, 107.6749
248554.11769, C37, 103.9684
248589.10404, C37, 108.2665
248677.269642, C37, 114.1239
248682.467614, C37, 467.078
248688.465274, C37, 182.0229
248692.663636, C37, 823.9717
248772.832358, C37, 320.4813
248805.619566, C37, 130.5946
248809.817928, C37, 141.4307
248835.807788, C37, 131.2601
248881.190082, C37, 97.78908
248893.385324, C37, 97.84379
249007.540786, C37, 118.5372
249183.472146, C37, 197.092
249307.623708, C37, 258.297
260233.598972, C37, 228.5774
260349.35381, C37, 257.9602
260351.153108, C37, 852.2123
260356.950846, C37, 200.5638
260405.33197, C37, 248.0327
260418.3269, C37, 255.8737
260490.898586, C37, 172.1942
260517.28829, C37, 399.4315
260601.055608, C37, 264.5591
260634.042738, C37, 256.093
260763.192349, C37, 421.8777
260854.15686, C37, 172.8847
260870.750386, C37, 260.7993
260888.943288, C37, 356.6261
260946.920668, C37, 585.9557
260948.320122, C37, 323.3576
260957.11669, C37, 199.4328
261005.697736, C37, 759.892
261074.270982, C37, 169.7358
13.194852, C45, 142.2122
40.584166, C45, 193.4981
113.755618, C45, 241.5412
125.551016, C45, 156.2487
144.743528, C45, 404.0107
150.141422, C45, 299.4188
231.109832, C45, 149.1987
245.90406, C45, 286.0229
253.101252, C45, 168.433
335.669038, C45, 179.5248
344.665528, C45, 261.4192
361.059132, C45, 151.785
376.85297, C45, 179.9643
492.80773, C45, 204.2838
509.201334, C45, 134.9996
633.952662, C45, 270.8499
69725.398858, C45, 378.5052
69849.950264, C45, 703.7322
69858.54691, C45, 334.5175
69883.73708200001, C45, 312.4077
69886.136146, C45, 336.4348
69906.928034, C45, 263.9226
70083.859004, C45, 618.8927
70177.222578, C45, 307.8991
70265.38817999999, C45, 336.3541
70278.583032, C45, 300.9064
70288.37921, C45, 309.5236
70303.773204, C45, 353.0931
70714.41691099999, C45, 181.6674
70735.40872199999, C45, 571.6391
70928.33345200001, C45, 241.7258
71015.299522, C45, 175.3171
71123.457324, C45, 294.9606
71149.447184, C45, 214.0589
71247.408964, C45, 326.2486
71248.00873, C45, 256.0631
71253.406624, C45, 262.9133
71353.76746800001, C45, 453.9597
84440.97168800001, C45, 416.906
84442.970908, C45, 169.6793
84449.368412, C45, 180.0164
84450.368022, C45, 275.6666
84453.56677400001, C45, 216.662
84456.765526, C45, 229.7028
84461.763576, C45, 694.8979
84477.757336, C45, 216.2649
84506.14625999999, C45, 185.797
84546.73042599999, C45, 171.942
84664.484484, C45, 572.9867
84684.47668399999, C45, 178.7182
84692.673486, C45, 451.3392
84698.471223, C45, 250.5854
84775.441194, C45, 192.3552
84837.21709200001, C45, 227.8843
84839.416234, C45, 173.8575
84905.19057200001, C45, 233.1788
84909.388934, C45, 249.8532
84919.78487800001, C45, 374.9871
84973.164051, C45, 215.2376
85170.487066, C45, 201.8776
85174.285584, C45, 370.0162
85189.279734, C45, 189.8275
85215.269594, C45, 466.394
85220.26764400001, C45, 250.1812
152332.856486, C45, 205.0609
152405.22825, C45, 130.8843
152413.225129, C45, 178.5827
152413.824896, C45, 142.5646
152416.623804, C45, 166.3868
152544.973728, C45, 188.208
152554.569984, C45, 242.6132
152595.15415, C45, 206.7554
152651.732076, C45, 184.3698
152659.12919, C45, 480.205
152663.727396, C45, 131.3519
152668.925368, C45, 531.4272
152674.323262, C45, 126.2537
152676.322482, C45, 131.562
152685.718816, C45, 191.134
152703.311952, C45, 335.6597
152719.905478, C45, 176.8096
152787.479114, C45, 152.3537
152802.673185, C45, 131.9785
152809.070689, C45, 210.9776
152817.467414, C45, 141.6626
152877.04417, C45, 143.4217
152881.842298, C45, 390.2805
152928.02428, C45, 129.2795
152948.616246, C45, 215.6787
152971.807198, C45, 313.4441
153072.168042, C45, 124.942
153111.95252, C45, 666.2231
153128.745968, C45, 437.5197
153135.743238, C45, 210.4904
153142.94043, C45, 182.6519
153178.326624, C45, 136.5845
158590.662908, C45, 136.3724
158604.457526, C45, 122.1231
158628.648088, C45, 114.0665
158632.646528, C45, 171.5758
158691.623518, C45, 132.5061
158712.615328, C45, 125.9273
158720.212364, C45, 124.4701
158737.005812, C45, 116.9558
158760.596608, C45, 138.0687
158794.583348, C45, 147.1163
158802.78015, C45, 222.549
158824.171804, C45, 118.7828
158930.130464, C45, 128.63
158957.7197, C45, 421.615
159019.895442, C45, 277.1741
159048.68421, C45, 476.7366
159065.077814, C45, 389.1819
159075.67368, C45, 119.5451
159099.464398, C45, 121.7486
159163.839282, C45, 174.904
159168.837332, C45, 129.8443
159170.236786, C45, 113.7756
159205.62298, C45, 191.1062
159240.009564, C45, 124.4358
159253.204416, C45, 155.4942
159254.60387, C45, 139.3145
159271.59724, C45, 177.9991
159331.373918, C45, 320.6191
159343.969004, C45, 112.2631
159355.56448, C45, 153.4655
159394.349348, C45, 128.9299
159456.125246, C45, 198.4733
159469.120176, C45, 199.153
165973.564256, C45, 395.3434
166085.720498, C45, 1383.526
166207.87284, C45, 2157.544
166216.069642, C45, 331.8
166217.86894, C45, 950.4747
166229.864259, C45, 1472.813
166243.458956, C45, 325.8313
166246.057942, C45, 608.5319
166250.256304, C45, 837.0958
166252.255524, C45, 308.8541
166260.452326, C45, 389.3447
166261.252014, C45, 367.6317
166263.651078, C45, 1055.237
166268.649128, C45, 389.0508
166275.84632, C45, 665.7626
166279.84476, C45, 887.8798
166291.440236, C45, 855.1929
166305.634698, C45, 657.2537
166313.231734, C45, 289.7558
166316.630408, C45, 513.0096
166325.82682, C45, 594.4932
166327.426196, C45, 517.7244
166333.423856, C45, 646.1193
166335.622998, C45, 676.5949
166337.422296, C45, 472.5922
166343.419956, C45, 528.3206
166362.412546, C45, 440.386
166373.8081, C45, 598.6433
166444.78041, C45, 449.5254
166776.65093, C45, 334.0175
166797.64274, C45, 326.0429
173731.15722, C45, 176.3302
173789.734557, C45, 234.4903
173791.134016, C45, 628.2596
173792.333552, C45, 330.4437
173800.930226, C45, 541.5575
173807.727596, C45, 349.2817
173817.723728, C45, 189.7663
173823.721408, C45, 318.3065
173826.320402, C45, 245.565
173830.518778, C45, 372.8111
173833.117773, C45, 234.5529
173838.915529, C45, 204.826
173844.713286, C45, 396.0143
173859.907408, C45, 373.3837
173913.886524, C45, 181.2137
173995.454966, C45, 293.1793
174243.359054, C45, 171.0722
174251.35596, C45, 291.5084
174407.295628, C45, 199.421
246713.737223, C45, 465.2288
246717.335826, C45, 186.1557
246751.122709, C45, 272.175
246783.310213, C45, 156.0962
246785.50936, C45, 76.58942
246786.508971, C45, 364.9249
246901.464343, C45, 80.13618
246919.857202, C45, 172.7433
246935.651071, C45, 110.072
246936.850605, C45, 94.30983
246954.843619, C45, 584.1555
246957.842455, C45, 111.1288
246958.642145, C45, 281.9751
246970.237643, C45, 79.12964
247004.024526, C45, 193.9035
247006.02375, C45, 518.3534
247023.816842, C45, 140.4735
247114.381683, C45, 78.83318
247119.579665, C45, 89.24484
247149.767945, C45, 71.11358
247223.13946, C45, 213.6247
247240.932552, C45, 141.8961
247254.727197, C45, 149.9172
247255.726809, C45, 100.7367
247345.092115, C45, 123.2221
247346.691494, C45, 105.0537
247354.488467, C45, 155.3193
247403.669373, C45, 75.0742
247466.644925, C45, 98.37674
247474.042053, C45, 235.3809
247476.840966, C45, 83.18642
247494.234214, C45, 114.8914
247498.232661, C45, 135.8376
247516.825443, C45, 106.7974
247527.821174, C45, 109.0703
247579.601072, C45, 98.46706
247594.395329, C45, 91.30167
248572.510514, C45, 273.8165
248579.707706, C45, 116.7592
248581.10716, C45, 108.688
248589.10404, C45, 308.6425
248616.693276, C45, 141.1632
248620.09195, C45, 80.52228
248721.652326, C45, 153.435
248753.639846, C45, 159.1194
248783.02838, C45, 93.17395
248791.824948, C45, 285.6425
248828.410674, C45, 98.73743
248835.607866, C45, 75.97681
248871.593826, C45, 169.5598
248885.188522, C45, 80.36481
248889.786728, C45, 85.00179
248891.785948, C45, 163.3949
248894.185012, C45, 117.8683
248898.783218, C45, 170.4498
248902.181892, C45, 75.15036
248903.181502, C45, 109.9126
248923.773468, C45, 107.7815
248954.561456, C45, 127.4509
249053.522846, C45, 134.4296
249087.90943, C45, 304.6021
249156.082832, C45, 242.9446
249224.656078, C45, 79.76794
249238.650618, C45, 78.56611
249244.648278, C45, 110.3687
249286.431976, C45, 76.04214
249342.610058, C45, 364.0542
249366.600698, C45, 73.20786
249418.380496, C45, 100.0275
260233.39905, C45, 147.344
260237.997256, C45, 261.6318
260253.39125, C45, 194.7198
260255.39047, C45, 132.2617
260280.980486, C45, 298.4549
260282.180018, C45, 357.9801
260326.162858, C45, 171.0434
260361.349129, C45, 152.0077
260377.142968, C45, 195.514
260390.937586, C45, 168.0615
260401.133608, C45, 197.26
260450.31442, C45, 121.4652
260483.901316, C45, 131.2066
260487.100068, C45, 119.9438
260538.080178, C45, 278.6188
260554.473782, C45, 115.8684
260633.642894, C45, 166.3275
260788.1826, C45, 121.4375
260863.15335, C45, 194.3696
260885.944458, C45, 112.9909
260897.340012, C45, 363.1018
260946.520824, C45, 186.976
260955.517314, C45, 134.7974
260957.516534, C45, 294.0319
260978.508344, C45, 266.9827
260986.905068, C45, 297.7561
261004.898048, C45, 424.2867
261009.496254, C45, 110.8677
261011.895318, C45, 493.2528
261016.293602, C45, 299.6523
261020.691886, C45, 137.9817
261024.890248, C45, 180.0516
261028.089, C45, 253.7167
261038.0851, C45, 249.0243
261041.283852, C45, 147.5113
261059.676676, C45, 127.2891
261073.671216, C45, 181.334
261078.0695, C45, 173.1548
261093.463494, C45, 281.7605
261095.862558, C45, 289.083
261102.859828, C45, 166.9602
100.560766, C46, 241.2268
123.551796, C46, 265.8233
127.750158, C46, 221.6124
138.146102, C46, 286.8795
212.117242, C46, 257.4975
229.510456, C46, 188.0435
368.056402, C46, 218.2847
372.054842, C46, 288.9805
375.053672, C46, 193.4793
378.052502, C46, 296.7178
483.411396, C46, 254.3873
871.859842, C46, 244.0479
70093.45526, C46, 233.8646
70168.42601, C46, 253.5221
70227.60292200001, C46, 235.9819
70277.3835, C46, 361.5128
70555.27899999999, C46, 172.9252
70576.870576, C46, 519.5787
70635.847566, C46, 202.542
70702.621514, C46, 179.4502
70928.53337400001, C46, 233.44
70952.72393599999, C46, 203.2892
71011.900848, C46, 176.6816
71021.69702599999, C46, 187.1189
71089.470584, C46, 210.0779
71092.86925800001, C46, 191.9857
71134.85287800001, C46, 238.1807
71137.251942, C46, 254.8958
71149.447184, C46, 179.3199
71176.836498, C46, 289.0419
71302.187592, C46, 189.3527
84451.76747599999, C46, 174.4929
84461.963498, C46, 251.5074
84470.959988, C46, 182.5176
84475.758116, C46, 199.722
84477.95725799999, C46, 444.8734
84554.327462, C46, 172.241
84753.44977399999, C46, 237.9288
84915.386594, C46, 180.2228
84915.98636, C46, 235.8704
85084.72052800001, C46, 185.5705
85087.119592, C46, 421.1367
85258.252824, C46, 543.1865
152554.370062, C46, 476.9926
152614.14674, C46, 500.1503
152617.945258, C46, 437.2193
152668.925368, C46, 1034.243
152703.311952, C46, 736.4681
152720.1054, C46, 631.0872
152787.679036, C46, 694.8791
152880.242922, C46, 509.9686
152882.04222, C46, 1076.349
152949.01609, C46, 1220.726
152971.807198, C46, 476.5655
153112.152442, C46, 461.577
165977.162852, C46, 99.90642
165986.159342, C46, 340.6186
165990.157782, C46, 134.6422
165993.9563, C46, 127.5323
166025.344054, C46, 247.7547
166036.139842, C46, 282.3519
166061.529936, C46, 235.8269
166064.528766, C46, 97.61139
166065.92822, C46, 432.1049
166067.92744, C46, 334.6872
166068.527206, C46, 162.3054
166078.123462, C46, 146.9103
166085.120732, C46, 147.098
166098.515506, C46, 313.1169
166100.91457, C46, 340.6208
166101.91418, C46, 150.3993
166102.91379, C46, 151.1139
166110.310904, C46, 136.2498
166113.709578, C46, 109.5788
166123.105912, C46, 166.8838
166143.098112, C46, 171.7778
166145.89702, C46, 190.6721
166153.8939, C46, 142.235
166160.091482, C46, 177.8772
166162.490546, C46, 313.1863
166166.089142, C46, 118.4734
166190.279704, C46, 964.464
166206.673308, C46, 119.3834
166247.257474, C46, 146.3787
166247.657318, C46, 114.385
166255.454276, C46, 111.2825
166290.84047, C46, 266.3598
166337.622218, C46, 96.4343
166347.618318, C46, 199.0558
166418.79055, C46, 240.4892
166420.389926, C46, 229.5153
166530.147104, C46, 157.1091
166562.534468, C46, 135.073
166706.078464, C46, 101.4716
166714.475188, C46, 285.2625
166833.6287, C46, 137.5428
166845.62402, C46, 94.80542
173564.021883, C46, 128.4645
173583.614303, C46, 344.8126
173630.396204, C46, 367.2675
173632.795276, C46, 152.1873
173662.583751, C46, 174.0278
173663.983209, C46, 210.1708
173669.980889, C46, 414.3039
173673.779419, C46, 187.168
173750.74964, C46, 125.2852
173766.54353, C46, 198.7722
173784.736491, C46, 97.98415
173873.502148, C46, 151.9193
173876.301065, C46, 159.4555
173884.897739, C46, 98.0948
173893.894259, C46, 196.3749
173995.255043, C46, 187.3074
174067.027275, C46, 155.9424
174068.226811, C46, 189.0241
174068.826579, C46, 369.1453
174072.425187, C46, 131.9786
174101.813816, C46, 107.7369
174107.211728, C46, 181.3094
174129.403142, C46, 303.6653
174133.201673, C46, 209.6411
174134.001363, C46, 543.4594
174140.598811, C46, 294.722
174177.584501, C46, 97.98773
174209.17228, C46, 131.4063
174211.971197, C46, 144.6876
174215.96965, C46, 310.7532
174223.566711, C46, 265.2141
174224.366402, C46, 329.5708
174230.763927, C46, 159.2679
174231.563617, C46, 242.9451
174248.956888, C46, 132.195
174251.35596, C46, 457.0005
174281.944125, C46, 127.8534
174304.735308, C46, 195.1595
174308.133993, C46, 318.6965
174326.127031, C46, 295.4634
174357.514888, C46, 131.787
174373.5087, C46, 313.8844
174407.495551, C46, 266.8268
174425.688512, C46, 106.5497
174437.883794, C46, 133.7225
174439.483175, C46, 100.1796
246736.92822, C46, 149.6938
246745.524883, C46, 176.6521
246752.522166, C46, 97.2303
246786.508971, C46, 632.0758
246793.706177, C46, 189.6875
246828.692595, C46, 192.5257
246862.279555, C46, 77.14107
246901.664265, C46, 77.26782
246926.454641, C46, 453.3644
246933.252002, C46, 78.26753
246937.450372, C46, 87.84356
247000.625846, C46, 85.44559
247130.175551, C46, 217.9995
247138.172446, C46, 143.3139
247157.564918, C46, 95.91059
247250.328904, C46, 107.7966
247280.11734, C46, 85.23465
247308.906163, C46, 273.4257
247316.103369, C46, 83.44389
247465.245468, C46, 193.4037
247504.430255, C46, 110.3879
247505.829712, C46, 76.83246
247517.025366, C46, 373.3267
247575.20278, C46, 95.09625
247586.9982, C46, 595.3112
247597.794009, C46, 201.9156
247606.390672, C46, 237.2628
248562.11457, C46, 134.336
248595.701466, C46, 130.0591
248596.900998, C46, 86.17807
248693.463324, C46, 107.8309
248729.449284, C46, 676.6211
248791.625025, C46, 827.665
248795.623466, C46, 288.3763
248803.220502, C46, 85.0636
248812.416914, C46, 91.18571
248856.199832, C46, 94.53557
248948.763718, C46, 189.759
248976.153032, C46, 150.1906
248989.147962, C46, 132.4516
249108.90124, C46, 196.9046
260248.3932, C46, 131.9208
260252.191718, C46, 299.9548
260259.788754, C46, 93.22989
260293.975416, C46, 122.101
260313.767694, C46, 99.40327
260445.916136, C46, 160.3915
260448.3152, C46, 99.03143
260500.29492, C46, 128.7758
260582.063018, C46, 148.7628
260615.449992, C46, 116.5384
260666.430102, C46, 408.0911
260719.809276, C46, 233.7334
260772.988528, C46, 234.2248
260781.985018, C46, 152.4752
260784.983848, C46, 167.448
260786.383302, C46, 204.1052
260811.973318, C46, 98.20157
260829.366532, C46, 119.1268
260839.762476, C46, 249.2929
260851.957718, C46, 116.3897
260854.356782, C46, 107.0183
260858.355222, C46, 113.4891
260877.947578, C46, 218.7871
260885.344692, C46, 97.10941
260984.306082, C46, 94.06079
260985.10577, C46, 104.1014
261120.253042, C46, 112.3646
42.383464, C50, 652.1426
52.97933, C50, 699.7001
70.97230999999999, C50, 691.0912
118.95359, C50, 704.2776
124.151562, C50, 783.2902
153.340174, C50, 595.3185
69439.110554, C50, 533.2706
69527.87592200001, C50, 806.4178
69595.64947999999, C50, 754.8207
69756.786612, C50, 582.0814
69922.322028, C50, 874.0034
69994.49387000001, C50, 503.7489
70042.275228, C50, 492.5743
70073.26313799999, C50, 625.7753
70683.22908, C50, 623.1842
70944.12729, C50, 705.5199
84458.564824, C50, 477.7257
84554.727306, C50, 394.5356
84560.92488799999, C50, 262.5634
84567.722236, C50, 537.6926
84577.71833600001, C50, 299.0516
84579.917478, C50, 429.4264
84587.51451399999, C50, 417.5064
84601.70897599999, C50, 305.1514
84607.906558, C50, 250.7162
84618.10258000001, C50, 341.9944
84623.300552, C50, 452.4282
84637.495014, C50, 365.8708
84640.493844, C50, 246.7517
84646.09166000001, C50, 239.9095
84648.490724, C50, 262.3339
84651.689476, C50, 291.2756
84652.489164, C50, 318.8739
84663.884718, C50, 269.6645
84668.482924, C50, 305.0978
84671.68167599999, C50, 329.1299
84684.47668399999, C50, 445.1658
84701.669976, C50, 850.0458
84708.267401, C50, 398.6669
84718.663346, C50, 357.7751
84741.05461000001, C50, 365.7571
84767.24439199999, C50, 509.6137
84781.23893199999, C50, 374.1111
84784.437684, C50, 233.6805
84798.832068, C50, 270.2793
84799.631756, C50, 236.4053
84813.226452, C50, 266.4022
84818.424424, C50, 359.7719
84826.821148, C50, 308.8393
84840.016, C50, 399.0465
84915.98636, C50, 385.8533
84922.98363, C50, 317.9448
85052.733008, C50, 272.8733
85174.285584, C50, 421.5125
85190.279344, C50, 448.0929
152336.655004, C50, 635.936
152357.446892, C50, 671.2014
152579.360312, C50, 569.5704
152606.349782, C50, 610.2841
152761.08941, C50, 726.4958
152850.254622, C50, 590.4934
153045.378494, C50, 551.7767
158613.054172, C50, 404.2615
158614.053782, C50, 345.5448
158628.248244, C50, 385.8195
158642.042862, C50, 483.7164
158677.029212, C50, 874.3555
158695.422036, C50, 377.82
158716.613767, C50, 414.4692
158723.211194, C50, 786.3477
158744.80277, C50, 450.834
158752.79965, C50, 419.1064
158776.590368, C50, 429.7974
158794.78327, C50, 326.7444
158832.568528, C50, 673.4325
158835.967202, C50, 352.6763
158881.949262, C50, 751.7774
158887.946922, C50, 546.9183
158925.332336, C50, 536.7957
158939.526798, C50, 556.4056
159130.252386, C50, 638.8636
159185.63078, C50, 541.3558
159192.228206, C50, 364.7845
159205.822902, C50, 348.9587
159262.400828, C50, 437.4965
159316.57969, C50, 332.4293
159327.975244, C50, 573.1906
159368.759332, C50, 581.3531
159370.55863, C50, 440.7148
159424.137726, C50, 604.0372
159427.936244, C50, 531.7885
159456.325168, C50, 485.268
165968.166362, C50, 406.1841
165975.96332, C50, 374.9783
166030.142182, C50, 306.655
166042.537346, C50, 320.7639
166077.123852, C50, 740.5605
166089.91886, C50, 441.1371
166126.90443, C50, 610.043
166171.686958, C50, 481.364
166212.471046, C50, 439.8075
166261.85178, C50, 665.6401
166450.378226, C50, 366.3454
