 Time, C00, C01, C02, C03, C04, C05, C06, C08, C09, C10, C11, C12, C13, C14, C15, C16, C18, C19
16371.92687,2.02213,124.0912,18.99811,55.11886,483.6143,668.0311,248.9162,350.826,150.4269,360.1219,408.9919,68.77251,219.2706,0.0,195.7815,543.772,576.4467,223.5195
16372.02694,1.862948,164.4433,24.16303,51.92725,493.3716,667.2212,236.0577,328.1754,141.0827,407.4182,462.8831,87.51997,204.0906,0.0,226.9906,512.6082,561.9387,209.5205
16372.127,1.716297,157.0694,22.34672,48.92045,569.3916,730.393,223.8635,423.4169,132.319,409.0255,619.4371,84.22791,189.9616,0.0,362.0742,483.2303,587.4083,256.7009
16372.22706,1.58119,150.0262,20.66693,46.08775,543.7014,712.1011,300.1219,455.348,124.0996,421.7819,596.6357,99.14185,176.8107,0.0,365.7477,455.5361,644.8363,238.6636
16372.32712,16.69289,143.2988,19.11342,51.39855,519.1703,671.6663,284.6183,425.9491,116.3908,414.0966,564.2883,93.67129,164.5703,0.0,341.3043,454.0296,651.8831,265.8846
16372.42718,20.4417,136.873,17.67668,79.65739,495.7461,633.5276,276.1437,398.4482,165.8728,402.4748,609.5231,88.50259,197.3595,0.0,399.6467,485.4351,648.7332,247.2019
16372.52724,18.83253,143.009,34.83109,75.04489,523.6141,671.485,261.8788,372.723,155.5692,446.3936,576.4769,132.7278,183.6964,0.0,425.8597,457.6146,614.1206,229.8321
16372.6273,21.82027,136.5963,32.21287,70.69949,522.2858,633.3566,248.3507,348.6586,145.9055,419.4693,545.2224,125.404,232.964,0.0,455.2252,431.3885,581.3548,213.6827
16372.72737,20.10258,130.4711,29.79145,66.6057,540.4636,597.3931,235.5214,326.1479,156.6439,408.0652,545.7314,118.4843,231.3675,0.0,481.0844,406.6653,550.3372,198.6681
16372.82743,18.52011,124.6205,27.55205,88.85612,542.5835,581.3672,223.3549,410.5211,170.2738,412.2104,516.1438,111.9464,262.0458,0.0,472.9427,383.3591,520.9745,184.7085
16372.92749,17.06221,119.0323,25.48099,83.711,530.4871,565.149,211.8169,470.269,159.6968,387.348,500.2047,117.2119,328.3136,0.0,441.3353,361.3886,493.1784,194.5421
16373.02755,15.71907,113.6947,23.5656,78.86378,558.1619,533.0586,212.2517,519.1033,172.4319,363.9851,473.0854,135.3743,305.5847,0.0,513.6058,340.6773,466.8654,180.8724
16373.12761,14.48167,108.5965,21.79419,74.29724,532.9783,554.8469,201.2873,502.4434,161.7208,413.3612,447.4364,162.1848,284.4294,0.0,479.2808,385.9516,493.1674,168.1633
16373.22767,13.34167,103.7268,20.15594,69.99512,532.5729,539.8112,190.8892,500.4695,151.6751,388.4293,423.178,153.2356,264.7386,0.0,482.3362,363.8325,481.1917,156.3471
16373.32774,12.29142,99.07554,18.64083,65.94212,518.0851,547.3962,218.3747,600.8786,142.2533,365.0012,429.5252,144.7802,246.411,0.0,454.6183,342.9811,510.6281,145.3612
16373.4278,11.32384,94.63283,17.23962,125.5781,521.098,625.6131,225.2005,659.2944,133.4169,342.9861,514.4589,136.7913,288.3234,0.0,468.3853,323.3246,508.2024,135.1473
16373.52786,10.43243,90.38934,15.94373,118.3066,500.8656,644.7418,268.0508,627.9641,125.1293,322.2989,555.299,129.2433,369.2264,0.0,451.9252,304.7948,492.679,125.651
16373.62792,9.61119,86.33613,14.74525,111.4562,566.7651,608.1319,298.9355,587.4203,170.379,302.8595,554.2858,122.1118,343.6652,0.0,421.7224,287.3268,505.5549,116.8221
