 Time, C00, C01, C02, C03, C04, C05, C06, C08, C09, C10, C11, C12, C13, C14, C15, C16, C18, C19
519954.2733,352.5142,1.339281,174.1213,18.05946,302.1335,187.9115,521.0497,334.6505,195.9977,29.74179,523.463,114.3708,208.2425,6.159442,485.0493,375.1165,746.5854,604.6255
519954.3733,344.9582,1.275505,160.0086,16.95719,295.2766,177.4698,493.462,403.3784,233.7751,27.57105,541.8655,104.7479,192.9129,5.704417,468.8506,352.6557,732.0217,568.7889
519954.4734,345.9218,1.214766,147.0398,15.9222,300.5577,167.6084,491.7639,510.0281,229.8127,56.13721,578.4225,100.5637,178.7117,5.283006,463.5639,400.5825,738.5137,535.0765
519954.5735,341.8011,1.15692,135.1221,73.19313,393.4035,158.2949,465.7268,522.0142,235.1167,52.03997,591.2187,142.9396,165.5559,4.892726,435.3994,418.1232,879.5328,527.4326
519954.6735,382.7716,1.101828,124.1704,354.0564,440.9013,225.6729,441.0682,488.3164,220.2519,80.33689,675.2768,263.8062,153.3686,4.531279,408.946,424.2223,970.9564,545.842
519954.7736,359.2466,1.04936,114.1063,443.4448,455.4756,213.1329,490.2971,478.8088,206.3269,99.50873,765.2115,260.1639,142.0785,4.196533,434.6908,479.6494,960.1711,675.4382
519954.8736,390.788,0.9993902,104.8579,435.0057,448.678,201.2898,557.4234,496.7584,193.2823,140.3094,818.3008,238.2745,131.6194,3.886517,408.2805,475.5819,1037.753,711.2229
519954.9737,366.7704,0.9518,96.35909,419.2764,585.3279,190.1048,581.0402,472.0058,190.5712,130.0688,827.2217,218.2267,121.9303,3.599402,383.4747,549.0684,986.9072,755.5831
519955.0738,402.1429,0.906476,88.54911,433.615,552.7004,202.5743,562.6018,538.5832,207.9228,120.5756,867.0383,199.8658,112.9545,3.333498,360.1761,552.5176,977.5851,758.1919
519955.1738,448.2583,0.8633102,81.37214,452.3096,521.8916,191.3179,532.814,535.3892,249.8641,177.1897,822.2426,249.963,104.6394,3.087238,338.293,602.1481,1012.26,785.8542
519955.2739,442.0365,0.8222,74.77687,512.0934,492.8001,180.687,504.6035,542.417,291.3504,164.2573,894.6877,240.6926,96.93643,2.85917,317.7395,566.0935,1020.715,825.9543
