Time,C00,C01,C02,C03,C04,C05,C06,C08,C09,C10,C11,C12,C13, C14,C15,C16,C18,C19
11.30695198,34.57405,194.3637,55.11355,269.4292,539.1416,3.068307,364.3898,282.6179,288.7298,480.6772,485.762,605.7705,224.5158,265.9249,85.42847,46.85928,348.9493,0
11.4070135,33.06489,186.4308,50.94183,253.6781,617.9119,2.905568,344.6482,264.7347,273.6867,476.3033,588.1917,614.0925,212.2617,253.3127,81.63312,44.41183,359.6685,0
11.50707502,31.62159,178.8217,47.08589,238.8479,676.6371,2.75146,341.1009,247.9832,291.9191,501.3222,657.1846,586.8599,282.8242,241.2988,78.00638,116.5167,364.3991,0
11.60713654,30.2413,171.5231,43.52181,224.8847,646.1484,2.605526,387.9499,266.871,276.7098,568.3563,628.0257,593.8136,267.3876,229.8546,74.54076,172.996,377.1112,0
11.70719807,28.92126,164.5225,40.22751,211.7377,615.9606,2.467332,366.9319,324.7689,335.2893,544.5216,600.1605,583.7831,252.7936,218.9531,152.3369,163.9604,356.2497,0
11.80725959,27.65883,157.8076,37.18257,199.3594,629.0692,2.336468,347.0526,632.5345,343.4901,606.0251,573.5316,557.8945,238.9961,222.1431,147.8199,155.3968,336.5423,0
11.90732111,26.45152,168.4672,34.3681,187.7047,599.6793,2.212544,328.2502,639.7372,325.594,585.1764,548.0843,616.6282,232.1588,211.6074,141.2527,147.2804,375.295,0
12.00738263,25.2969,199.4479,31.76668,329.7958,622.4579,2.095194,310.4666,638.8188,308.6302,560.6362,549.3293,660.6343,258.0357,201.5714,134.9772,139.588,450.9294,0
12.10744415,28.26423,191.3075,29.36216,403.764,675.5139,1.984067,293.6464,598.3965,292.5503,537.1252,524.9558,631.3376,342.5108,206.8675,174.8983,132.2973,425.9843,0
12.20750568,46.34589,183.4994,27.13965,380.1596,666.1331,1.878835,277.7375,560.5319,317.6725,516.0057,501.6638,650.9011,323.8165,197.0563,167.128,125.3875,417.0999,0
12.3075672,44.32288,176.0099,55.64423,357.9352,698.8417,1.779184,262.6905,525.0632,301.1214,519.329,479.4052,708.9189,306.1426,197.6797,159.703,118.8385,394.0263,0
12.40762872,42.38817,229.2075,51.43234,337.01,666.1921,1.684818,263.3925,491.839,321.2307,503.2174,458.1342,677.481,315.8802,229.3924,152.6078,112.6316,409.3023,0
12.50769024,40.53791,219.8525,47.53927,353.6242,665.8448,11.37477,249.1227,460.717,316.6783,574.2453,531.1793,647.4373,312.6525,218.5129,145.8279,106.7488,386.6601,0
12.60775176,38.76842,210.8793,43.94088,332.9511,642.1739,10.77147,254.6368,431.5643,300.179,550.1636,507.6111,628.9358,341.0225,208.1494,139.3491,101.1734,365.2704,0
12.70781329,37.07616,207.0962,40.61486,313.4865,617.1255,22.01054,240.8413,404.2563,284.5394,527.0919,485.0887,601.0449,322.4095,198.2774,133.1582,95.88908,345.0639,0
12.80787481,62.30186,198.6436,37.5406,295.1599,588.2937,20.84313,270.1129,378.6763,269.7146,615.7195,548.4743,574.3909,309.1289,233.0287,127.2424,90.88081,351.3065,0
12.90793633,59.58237,190.5361,34.69903,277.9046,581.8718,19.73763,334.3724,354.7149,286.2785,589.8986,548.4302,548.9188,330.6058,226.9414,121.5893,86.13411,340.1015,0
13.00799785,56.98158,182.7594,32.07256,261.6581,569.6233,18.69077,316.257,332.2697,306.1058,565.1605,537.551,524.5763,329.3448,218.1409,116.1874,81.63534,321.2874,0
13.10805937,54.49432,175.3002,29.64489,262.3719,590.4846,17.69944,303.5445,311.2447,290.1574,541.4598,514.3841,530.6852,311.3691,207.795,111.0255,77.37154,326.0818,0
13.2081209,88.21126,168.1454,31.63194,247.0334,594.3828,16.76068,287.0993,291.5502,275.0399,518.753,491.5612,627.064,294.3745,219.7923,106.093,73.33043,308.0432,0
13.30818242,117.7553,182.1178,29.23762,253.3765,576.5458,15.87171,271.5451,273.1018,260.7101,496.9984,483.0555,661.2123,302.2265,233.3642,101.3796,69.50039,309.8482,0
13.40824394,112.6153,174.6847,41.57483,238.5639,572.5516,15.0299,256.8336,255.8208,247.1268,641.6694,485.124,738.0391,374.3876,234.8223,103.4351,65.87039,313.1803,0
13.50830546,107.6996,167.5551,45.34006,224.6173,545.8022,15.91628,242.9191,239.6333,335.4789,614.7603,463.5993,747.9033,353.9535,223.6852,98.83975,62.42999,341.4441,0
13.60836698,102.9985,160.7164,72.62468,211.486,538.9518,22.35124,229.7584,224.4701,318.0001,588.9795,443.0296,714.7366,369.6371,213.0764,94.44857,59.16928,322.5557,0
13.70842851,98.50255,154.1568,67.12749,199.1224,540.2631,21.16576,303.3218,322.2685,344.9399,564.28,532.8687,683.2282,349.4622,202.9707,90.25248,56.07887,304.7122,0
13.80849003,94.20288,147.8649,62.04641,187.4815,515.0223,20.04316,296.8734,322.4494,326.9682,540.6162,541.9898,797.0967,342.6883,259.7708,86.24281,53.14988,287.8558,0
13.90855155,90.09089,141.8299,59.12127,176.5212,490.9607,18.98009,280.7896,302.0459,309.9328,587.1592,517.942,761.7485,346.2584,247.4505,82.41127,50.37387,332.7864,0
14.00861307,86.15839,136.0412,54.6462,238.3806,526.3319,17.97341,265.5772,282.9334,308.9593,562.5359,526.7742,727.9678,327.3595,235.7146,78.74996,47.74285,314.3769,0
14.10867459,82.39755,130.4887,50.50986,235.6283,514.9797,17.02012,295.0362,358.8101,336.8313,566.4478,503.4015,695.6852,309.4922,245.1938,75.25132,45.24924,296.9859,0
14.20873611,78.80087,136.3885,46.68662,245.2936,567.1839,16.1174,279.052,410.6132,333.6816,605.9595,481.0658,664.8342,292.6001,233.5649,71.9081,42.88588,280.5569,0
14.30879764,97.12538,130.8219,43.15276,238.3459,627.5205,15.26255,373.4027,448.4474,316.2964,580.5479,459.7212,635.3513,319.7617,222.4875,68.71342,40.64596,265.0367,0
14.40885916,92.88583,125.4824,39.8864,251.6945,648.5751,14.45304,411.1069,420.0711,299.8171,563.945,447.6591,640.4451,328.6245,211.9355,65.66067,38.52303,250.3751,0
14.50892068,115.1939,120.3609,36.86728,282.3305,685.9697,13.68647,432.2669,393.4904,316.1716,540.2953,476.0646,612.0437,311.7096,201.8839,62.74354,36.51097,236.5246,0
14.6089822,110.1656,115.4484,34.07668,501.7965,653.9215,25.53972,446.6249,368.5916,351.3021,517.6374,454.9418,584.9019,294.6965,192.3091,59.95602,34.60401,223.4402,0
14.70904372,105.3569,110.7365,31.49731,602.9271,623.3706,24.18513,549.4169,345.2683,332.9989,495.9296,444.2635,558.9637,278.6119,183.1883,57.29234,32.79665,211.0797,0
14.80910525,100.758,106.2168,29.11318,607.97,594.247,22.90237,539.3844,402.4961,315.6494,475.1322,478.1982,534.1758,263.4052,174.5002,54.74699,31.08368,199.403,0
14.90916677,96.3599,101.8816,26.90952,572.4277,627.5226,21.68766,575.1754,377.0274,299.2037,455.2069,456.9807,547.2172,249.0286,166.2241,84.5934,29.46018,188.3722,0
